YEAR,X.ID.,MEDSCHL,Tot.Res.Exp,Fed.Res.Exp,Ind.Res.Exp,Leg.Fees,Reimb.Leg.Fee,Act.Lic,Excl.Lic.Opt.,Lic.w.Equ,Tot.Lic.Lg.Co,Tot.Lic.Sm.Co,Tot.Lic.St.Ups,Tot.Discl.Lic,Non.Excl.Lic.Opt,Lic.Iss,Opt.Iss,NEWCOMPSUPP,Lic.Inc.Equ,Lic..1mm.,Lic.Gen.Inc,Lic.Gen.Run.Roy,Lic.Inc.Other,Lic.Inc.Pd.Oth,Gross.Lic.Inc,Lic.Inc.Run.Roy,Inv.Dis.Rec,INVDISRES,New.Pat.App.Fld,For..Pat.App.Fld,Pro.Pat.App.Fld,Util.Pat.App.Fld,Tot.Pat.App.Fld,Iss.US.Pat,New.Prod,Cum.Op.St.Ups,St.Ups.Cld,St.Ups.in.Home.St,STRTSBIRSTTR,St.Ups.Formed,St.Ups.w.Equ,add,FIPS.x,FIPS.y,FIPS
2012,95065,No,96771020,82317928,1004006,376554,38354,NA,0,0,1,0,0,1,1,1,0,NA,0,0,8,3,88470,6873,119361,30891,28,NA,20,0,18,2,59,22,1,8,NA,0,NA,0,0,"George Mason University,VA",511000000000000,511000000000000,51059
2017,20160316,yes,245518387,148368629,2708303,493541,175214,6,5,3,0,1,7,13,0,5,3,100,0,0,12,4,334110,0,484113,150003,63,NA,37,0,37,0,70,11,1,12,0,0,NA,4,3,"George Washington University,DC",110000000000000,110000000000000,11001
2016,95066,yes,127815939,92442278,10025978,1098178,403023,86,1,0,0,3,2,9,2,3,2,0,0,1,29,16,654411,20791,7023244,6368833,58,NA,50,0,31,19,70,22,1,10,1,0,0,2,1,"Georgetown Univ.,DC",110000000000000,110000000000000,11001
2017,95066,yes,145218856,104632091,10648313,1305716,461356,86,3,0,0,5,0,4,1,4,1,0,0,1,29,16,851975,30934,7263414,6411439,50,NA,55,18,22,15,72,26,0,7,0,0,0,0,0,"Georgetown Univ.,DC",110000000000000,110000000000000,11001
2006,95066,Yes,197683529,151022725,8404340,614472,441972,148,17,2,6,23,2,34,7,26,5,NA,0,1,25,13,7683000,15474,8478309,795309,45,NA,23,1,20,2,66,5,1,4,0,0,NA,2,2,"Georgetown Univ.,DC",110000000000000,110000000000000,11001
2007,95066,Yes,135059000,104830000,3441000,671513,600231,176,21,1,13,7,8,25,3,24,4,NA,0,2,31,11,1169300,58276,3129739,1960439,39,10,15,1,14,0,35,9,1,7,0,0,NA,3,1,"Georgetown Univ.,DC",110000000000000,110000000000000,11001
2008,95066,Yes,144957000,113600000,1736000,820957,390535,168,13,0,14,6,0,23,5,18,2,NA,0,2,33,12,203582,84980,6518923,6315341,56,6,26,0,20,6,40,12,0,0,0,0,NA,0,0,"Georgetown Univ.,DC",110000000000000,110000000000000,11001
2009,95066,Yes,230637658,162733823,5330707,1030808,432264,164,7,0,4,7,0,12,4,11,0,NA,0,2,27,11,211020,37917,9222996,9011976,50,NA,50,0,38,12,65,14,3,0,0,0,NA,0,0,"Georgetown Univ.,DC",110000000000000,110000000000000,11001
2010,95066,Yes,158090658,123223724,5611798,1501586,426337,139,2,0,2,7,1,10,6,8,2,0,0,2,29,11,143560,10793,8054887,7911327,53,NA,41,0,35,6,55,4,1,0,0,0,NA,0,0,"Georgetown Univ.,DC",110000000000000,110000000000000,11001
2011,95066,Yes,169590206,126394995,5641283,1252988,407830,129,5,0,0,9,5,18,4,9,5,0,0,2,31,15,222750,61286,7996668,7773918,55,NA,70,19,29,22,60,11,1,6,0,0,NA,2,0,"Georgetown Univ.,DC",110000000000000,110000000000000,11001
2012,95066,Yes,162699701,116127769,5322364,1317881,288046,115,4,1,1,3,1,6,1,5,0,0,0,2,29,16,137000,34090,9771946,9634946,48,NA,66,20,33,13,56,12,0,8,0,0,NA,1,1,"Georgetown Univ.,DC",110000000000000,110000000000000,11001
2013,95066,Yes,158889918,117395509,5918636,1409718,191311,118,0,0,1,1,1,3,1,1,2,0,0,2,23,13,121691,22534,8576039,8454348,62,NA,40,0,39,1,76,18,0,7,1,0,NA,1,1,"Georgetown Univ.,DC",110000000000000,110000000000000,11001
2014,95066,yes,149780452,103354384,7170140,1293839,119635,81,4,1,2,4,4,15,4,8,2,0,0,2,33,14,143584,19065,8745310,8601726,51,NA,53,1,31,21,70,14,0,9,2,0,0,4,1,"Georgetown Univ.,DC",110000000000000,110000000000000,11001
2015,95066,yes,130213594,97411935,6975913,1190636,232687,85,2,0,4,7,1,8,5,7,5,0,0,1,33,13,248933,21605,6817911,6568978,41,NA,40,0,18,22,55,21,1,9,0,0,0,1,0,"Georgetown Univ.,DC",110000000000000,110000000000000,11001
2011,95100,Yes,73485693,54254126,2794808,377522,141824,33,2,1,3,0,3,7,4,6,0,1,0,0,20,16,105354,8250,148090,42736,37,NA,9,0,9,0,21,0,NA,5,1,1,NA,1,1,"Augusta University,GA",132000000000000,132000000000000,13245
2016,95067,no,791000000,689148000,101852000,2793649,621136,375,18,NA,5,17,4,65,7,25,1,NA,10000,0,73,55,564700,31265,1129691,554991,321,NA,262,34,195,33,303,78,2,NA,NA,2,0,4,0,"Georgia Inst. of Technology,GA",131000000000000,131000000000000,13121
2017,95067,no,824800000,502400000,98000000,2619918,693191,386,11,1,9,3,7,31,4,15,4,NA,393454,0,60,49,137931,23973,1945020,1413635,274,NA,300,95,174,31,297,77,3,NA,NA,5,NA,7,0,"Georgia Inst. of Technology,GA",131000000000000,131000000000000,13121
2006,95067,No,467724048,262061279,41511934,2175209,834801,215,14,3,4,10,11,33,7,21,4,NA,69053,0,55,17,1495169,0,1817319,253097,366,NA,239,6,220,13,423,39,7,70,0,7,NA,8,3,"Georgia Inst. of Technology,GA",131000000000000,131000000000000,13121
2007,95067,No,489702093,265330380,43742410,2173485,760620,284,25,4,10,12,11,70,5,30,3,NA,0,0,41,20,1619995,0,1979056,359061,323,35,309,6,296,7,411,58,5,91,0,9,NA,9,4,"Georgia Inst. of Technology,GA",131000000000000,131000000000000,13121
2008,95067,No,536412548,288158565,53352057,2401345,1097947,379,26,8,17,18,14,93,14,48,1,NA,0,0,59,16,1889580,0,2247922,358342,336,14,193,1,179,13,496,46,NA,NA,0,11,NA,9,NA,"Georgia Inst. of Technology,GA",131000000000000,131000000000000,13121
2009,95067,No,581278634,329309680,44013399,2485577,956770,398,23,3,25,31,9,110,36,59,6,NA,0,0,56,24,1997660,400,2411613,413953,341,NA,239,5,228,6,442,54,6,52,3,7,NA,9,3,"Georgia Inst. of Technology,GA",131000000000000,131000000000000,13121
2010,95067,No,643736567,382722105,48936155,2523067,496358,464,19,3,15,19,8,85,13,32,10,0,0,0,58,21,1926485,4557,2282824,356339,409,NA,255,7,229,19,455,49,8,59,1,8,NA,8,1,"Georgia Inst. of Technology,GA",131000000000000,131000000000000,13121
2011,95067,No,714760299,428876394,47677394,3482871,740674,404,23,3,41,19,18,82,40,63,15,0,1283573,1,66,36,2123365,4936,3894370,487432,384,NA,246,2,236,8,410,79,2,86,0,5,NA,5,3,"Georgia Inst. of Technology,GA",131000000000000,131000000000000,13121
2012,95067,No,784747802,490485153,45498896,2726609,691163,506,23,3,90,24,16,188,69,92,38,0,0,1,60,36,171393,4442,2363972,2192579,408,NA,159,0,159,0,413,79,NA,76,1,10,NA,13,3,"Georgia Inst. of Technology,GA",131000000000000,131000000000000,13121
2013,95067,No,841814044,518981788,47504563,2961996,949212,441,20,0,39,15,26,108,47,67,13,0,159500,1,83,46,174472,6726,2596454,2262482,296,NA,160,2,152,6,391,88,4,100,10,9,NA,15,0,"Georgia Inst. of Technology,GA",131000000000000,131000000000000,13121
2014,95067,no,721700000,543600000,163300000,2929758,535366,469,24,3,8,6,15,61,2,26,3,NA,0,0,62,36,224033,17355,1233275,1009242,325,NA,322,29,229,64,355,99,3,108,7,8,NA,8,3,"Georgia Inst. of Technology,GA",131000000000000,131000000000000,13121
2015,95067,no,715700000,521900000,193800000,3152668,510564,314,26,2,9,6,19,54,3,29,5,0,134770,0,54,25,921330,9084,1685817,629717,284,NA,301,46,218,37,343,89,2,112,2,7,0,9,2,"Georgia Inst. of Technology,GA",131000000000000,131000000000000,13121
2012,95100,Yes,76430000,NA,NA,501036,214950,29,2,0,2,2,0,3,1,3,1,1,0,0,21,17,13980,900,63417,49437,30,NA,56,14,25,17,46,9,7,5,0,1,NA,0,0,"Augusta University,GA",132000000000000,132000000000000,13245
2013,95100,Yes,55938000,NA,NA,615130,138936,30,3,0,4,2,0,6,3,6,0,NA,0,0,22,18,175068,0,205809,30741,45,NA,39,12,20,7,33,9,6,5,0,0,NA,0,0,"Augusta University,GA",132000000000000,132000000000000,13245
2014,95100,yes,55674000,0,0,439759,214652,43,8,0,5,2,4,11,3,11,0,0,0,0,22,17,111575,900,160813,49238,32,NA,27,3,13,11,26,7,2,7,1,4,0,4,0,"Augusta University,GA",132000000000000,132000000000000,13245
2017,20160321,N,201158551,NA,NA,932485,5100,4,2,1,0,2,2,5,0,2,2,3,0,0,2,0,129335,0,129335,0,26,NA,91,40,27,54,NA,0,NA,4,0,2,3,2,0,"Georgia State University,",131000000000000,131000000000000,13121
2016,99008,no,144245447,29284813,4824973,656390,48087,NA,11,1,7,2,11,19,4,16,4,0,31757,0,18,7,113787,8108,159249,13705,31,NA,19,0,19,0,19,9,NA,10,0,1,0,2,1,NA,NA,NA,NA
2017,99008,no,163919767,34563101,5609150,839798,96874,55,8,1,1,8,6,28,6,14,1,0,18600000,0,32,7,545652,39,19149611,3960,24,NA,33,0,33,0,33,19,NA,11,0,0,0,0,1,NA,NA,NA,NA
2006,99008,No,78800000,31000000,NA,220000,NA,2,1,1,0,1,0,1,0,1,0,NA,NA,NA,1,1,NA,NA,NA,NA,43,NA,24,0,23,1,38,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
2007,99008,No,87300000,32100000,NA,273000,10000,4,2,0,0,3,0,3,1,3,0,NA,0,0,3,0,38500,4100,38500,0,38,2,27,0,27,0,49,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
2008,99008,No,110270079,37412720,8225853,395116,87481,10,2,0,4,2,0,4,4,6,0,NA,0,0,7,0,188008,36500,188008,0,36,3,26,0,26,0,56,1,1,0,0,0,NA,0,0,NA,NA,NA,NA
2009,99008,No,123783878,48372476,10677872,567770,168465,9,4,1,3,6,2,14,6,10,1,NA,0,0,9,0,115537,12875,115537,0,30,NA,24,0,24,0,61,0,1,0,0,1,NA,2,1,NA,NA,NA,NA
2010,99008,No,124799361,50251519,9784279,358985,104986,26,7,8,6,2,10,13,5,12,6,0,0,0,25,2,279189,24301,279772,583,32,NA,22,0,22,0,31,5,6,3,0,2,NA,3,2,NA,NA,NA,NA
2011,99008,No,131821651,58703463,6640932,420438,37460,23,2,1,8,7,4,26,9,11,8,0,0,0,24,3,213308,19102,216135,2827,56,NA,42,0,42,0,77,6,NA,4,2,1,NA,1,1,NA,NA,NA,NA
2012,99008,No,124282365,53954128,5528163,491825,60337,39,10,6,3,6,15,22,4,14,10,0,0,0,28,6,208281,29341,212754,4473,52,NA,36,0,36,0,90,6,1,10,1,3,NA,5,3,NA,NA,NA,NA
2013,99008,No,114741171,41355048,3215312,466488,73811,48,9,0,8,3,10,29,0,9,12,0,0,0,20,8,223352,22908,226792,3440,39,NA,34,0,34,0,34,5,NA,9,3,2,NA,2,0,NA,NA,NA,NA
2014,99008,no,120292692,36573538,2795948,708058,13030,59,4,2,7,6,8,35,1,5,16,0,0,0,23,8,157216,15473,160634,3418,49,NA,49,0,49,0,49,16,NA,10,3,0,1,2,0,NA,NA,NA,NA
2015,99008,no,133090672,28880689,4665706,764070,62239,33,3,0,4,3,12,22,1,4,15,0,0,1,42,7,13900750,128,13903344,2594,37,NA,39,0,39,0,39,13,NA,8,0,2,1,2,2,NA,NA,NA,NA
2012,20120293,No,8409408,2007234,5562354,8074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA
2013,20120293,No,10001628,2203678,7290783,24769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,NA,1,0,0,1,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA
2014,20120293,no,10158151,1202960,8083914,43471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,NA,4,0,4,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,20120293,no,9707373,1445074,6726513,107747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,NA,3,0,3,0,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA
2016,20120293,no,6593535,1352049,5241486,144705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,NA,2,0,2,0,2,2,0,0,0,0,0,0,0,NA,NA,NA,NA
2017,20120293,no,6860043,2648319,4211724,167471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,5,0,1,4,6,0,0,0,0,0,0,0,0,NA,NA,NA,NA
2016,95070,yes,842500000,593400000,50200000,18733689,11650114,809,20,9,NA,NA,13,162,31,51,33,NA,3421873,4,329,155,29517276,1367651,38089289,5150140,509,NA,314,2,305,7,755,122,NA,NA,NA,6,NA,13,10,"Harvard Univ.,MA",250000000000000,250000000000000,25017
2017,95070,yes,868100000,613000000,45800000,17367619,11343353,986,31,13,NA,NA,14,261,44,75,30,NA,17309795,4,344,159,11328470,2304985,35445437,6807172,530,NA,372,3,275,2,734,153,NA,NA,NA,9,NA,14,13,"Harvard Univ.,MA",250000000000000,250000000000000,25017
2006,95070,Yes,623958100,453278500,12960600,4650600,2860113,559,10,5,17,17,7,89,23,33,8,NA,0,2,273,149,6774164,779414,20849993,14075829,277,NA,167,0,159,8,265,35,8,41,7,2,NA,3,3,"Harvard Univ.,MA",250000000000000,250000000000000,25017
2007,95070,Yes,630132396,511254744,15500000,6323349,4004292,520,15,6,14,19,11,72,17,32,12,NA,1183185,2,245,141,3197959,427286,12402873,8021729,217,33,158,0,156,2,280,42,3,46,1,3,NA,6,5,"Harvard Univ.,MA",250000000000000,250000000000000,25017
2008,95070,Yes,660081500,528700100,19800000,8023371,4365123,537,23,12,18,20,18,83,21,44,12,NA,1201907,2,251,148,11975967,425426,20980563,7802689,295,20,167,1,158,8,317,55,7,57,2,9,NA,12,9,"Harvard Univ.,MA",250000000000000,250000000000000,25017
2009,95070,Yes,705074000,554542100,24300000,8835550,4882732,523,17,9,30,18,17,127,25,42,23,NA,141434,2,251,135,6956415,984762,12308207,5210358,277,NA,175,1,164,10,342,46,6,61,4,8,NA,8,7,"Harvard Univ.,MA",250000000000000,250000000000000,25017
2010,95070,Yes,769500000,612100000,25900000,9074541,6127541,547,15,6,32,25,10,111,32,47,20,0,294315,1,247,113,4760829,404944,10052098,4996954,301,NA,154,1,148,5,400,39,9,63,6,3,NA,8,7,"Harvard Univ.,MA",250000000000000,250000000000000,25017
2011,95070,Yes,833200000,677700000,27600000,9048492,6379825,528,23,10,43,33,9,134,39,62,23,0,266216,2,268,202,8555529,1351253,13811527,4989782,351,NA,213,1,209,3,466,60,5,NA,NA,5,NA,9,NA,"Harvard Univ.,MA",250000000000000,250000000000000,25017
2012,95070,Yes,823300000,656100000,36800000,10702507,6941500,595,19,7,NA,NA,10,NA,24,43,35,NA,394377,1,244,92,6726622,1497863,11390691,4269692,368,NA,204,3,200,1,398,65,NA,NA,NA,8,NA,10,7,"Harvard Univ.,MA",250000000000000,250000000000000,25017
2013,95070,Yes,821200000,639000000,39600000,12390982,6321368,603,21,6,NA,NA,9,106,29,50,27,NA,2066251,2,265,102,8484228,1957749,15166543,4616064,414,NA,242,1,236,5,497,76,NA,NA,NA,3,NA,9,6,"Harvard Univ.,MA",250000000000000,250000000000000,25017
2014,95070,yes,811900000,608400000,47800000,14065924,8626833,699,17,6,NA,NA,10,NA,31,48,33,NA,2421654,3,270,113,8866311,1747969,17332059,6044094,452,NA,251,4,241,6,543,89,1,NA,NA,4,NA,10,NA,"Harvard Univ.,MA",250000000000000,250000000000000,25017
2015,95070,yes,795700000,577500000,48800000,14506042,9108393,679,25,13,NA,NA,14,NA,32,57,26,NA,2747663,1,371,151,7571439,1538498,16086297,5767195,450,NA,243,3,239,1,554,125,NA,NA,NA,11,NA,14,NA,"Harvard Univ.,MA",250000000000000,250000000000000,25017
2006,95071,No,37175000,35352000,1823000,101700,9400,0,0,0,2,0,0,1,2,2,0,NA,0,1,10,6,24000,0,1827000,1803000,5,NA,8,1,5,2,8,1,1,0,0,0,NA,0,0,NA,NA,NA,NA
2007,95071,No,35500000,33757000,1743000,62300,42700,14,1,0,0,2,1,2,1,2,1,NA,0,2,8,5,40000,0,2970000,2930000,5,0,4,0,3,1,5,3,1,0,0,0,NA,0,0,NA,NA,NA,NA
2008,95071,No,34300000,31900000,NA,200700,71200,12,1,0,1,0,0,1,0,1,0,NA,0,2,11,6,93000,0,3008000,2915000,4,2,4,0,3,1,6,2,1,0,0,0,NA,0,0,NA,NA,NA,NA
2013,95073,No,33656003,12000000,5000000,193400,65343,2,1,2,7,1,1,8,8,9,0,0,0,2,10,5,176713,500,3092442,2915729,17,NA,7,1,3,3,8,5,1,0,0,0,NA,0,0,NA,NA,NA,NA
2014,95073,no,35506425,8802919,7557639,220000,88863,9,2,3,5,5,2,7,8,10,2,1,0,2,10,8,448883,0,3808328,3359445,21,NA,16,1,6,9,15,4,NA,1,0,1,0,1,1,NA,NA,NA,NA
2015,95073,no,39006000,9002000,12200000,230000,78000,8,NA,2,3,4,2,NA,NA,8,1,1,0,1,7,7,480600,0,2642600,2162000,44,NA,14,2,14,9,23,5,2,3,0,2,1,2,2,NA,NA,NA,NA
2016,95073,no,41035000,9880000,15164000,416488,95776,12,3,2,1,3,3,5,2,5,2,2,0,2,8,8,5500000,0,7601350,2101350,54,NA,32,2,19,10,30,3,NA,3,0,1,0,3,3,NA,NA,NA,NA
2017,95073,no,42171000,10178000,5121000,220812,8238,15,1,NA,0,0,3,3,2,3,NA,NA,0,1,6,2,0,0,1835000,1835000,66,NA,30,4,14,12,26,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,95078,No,86863000,47018000,914000,305605,191121,25,0,0,0,0,1,0,0,1,0,NA,0,0,21,19,0,0,251686,251686,26,NA,5,0,4,1,12,3,NA,4,0,1,NA,1,0,"Idaho Research Foundation Inc.,ID",160000000000000,160000000000000,16019
2007,95078,No,53001606,48077774,868228,311898,95945,29,3,0,0,5,1,1,3,5,1,NA,0,0,26,20,0,0,249865,249865,25,0,9,0,7,2,13,8,NA,5,0,1,NA,1,0,"Idaho Research Foundation Inc.,ID",160000000000000,160000000000000,16019
2010,20100287,No,22079571,15939050,5322646,3407,43123,1,0,0,NA,NA,NA,3,1,1,0,NA,0,0,1,1,0,0,0,0,NA,NA,3,0,0,3,3,0,NA,NA,NA,NA,NA,0,NA,"Idaho State University,ID",160000000000000,160000000000000,16005
2011,20100287,No,18195432,17149763,519110,13824,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,3,NA,1,0,0,1,1,0,NA,NA,NA,NA,NA,0,0,"Idaho State University,ID",160000000000000,160000000000000,16005
2012,20100287,No,17664867,16095401,1022220,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,"Idaho State University,ID",160000000000000,160000000000000,16005
2013,20100287,No,14923721,13205788,937969,32016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,NA,4,0,3,1,4,0,0,0,0,0,NA,0,0,"Idaho State University,ID",160000000000000,160000000000000,16005
2016,95081,no,16608496,7406546,170397,8000,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,5,NA,1,0,1,1,1,0,0,0,0,0,0,0,0,"Illinois State Univ.,IL",171000000000000,171000000000000,17113
2017,95081,no,19122932,13773695,14560,4500,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,2100,0,2100,0,5,NA,3,0,3,0,4,0,0,0,0,0,0,0,0,"Illinois State Univ.,IL",171000000000000,171000000000000,17113
2014,95081,no,19541535,16041535,3500000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,1,0,1,0,1,2,0,0,0,0,0,0,0,"Illinois State Univ.,IL",171000000000000,171000000000000,17113
2015,95081,no,18726511,15038346,0,16000,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,NA,1,0,1,0,1,0,NA,0,0,0,0,0,0,"Illinois State Univ.,IL",171000000000000,171000000000000,17113
2008,20000252,No,NA,NA,NA,425491,161172,NA,0,NA,NA,NA,NA,NA,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,95082,yes,529413414,244994289,38924365,5193352,3060915,240,14,4,17,23,5,69,21,35,10,NA,2648730,1,95,52,3872126,415566,7031269,510413,150,NA,100,0,100,0,248,53,1,NA,NA,4,NA,5,5,"Indiana Univ. Research & Technology Corp.(IURTC),IN",181000000000000,181000000000000,18105
2006,95082,Yes,380815996,210063562,25578210,1092232,578700,254,11,2,23,28,2,97,32,43,10,NA,0,2,78,19,4945807,32112,6726733,1780926,257,NA,41,0,38,3,53,9,14,21,0,2,NA,2,2,"Indiana Univ. Research & Technology Corp.(IURTC),IN",181000000000000,181000000000000,18105
2007,95082,Yes,408093536,214248825,25431599,1259231,750963,237,13,4,15,31,5,75,30,43,8,NA,1140,0,99,48,3316619,51398,4635631,1317872,216,NA,67,0,67,0,78,12,2,24,1,5,NA,5,4,"Indiana Univ. Research & Technology Corp.(IURTC),IN",181000000000000,181000000000000,18105
2008,95082,Yes,404621549,237849523,28864672,1445591,967697,217,13,2,16,13,2,49,18,28,3,NA,1506,1,97,58,3048244,14730,4960554,1910804,144,NA,50,0,50,0,95,8,2,26,0,2,NA,2,2,"Indiana Univ. Research & Technology Corp.(IURTC),IN",181000000000000,181000000000000,18105
2009,95082,Yes,422084735,246736099,29377571,3120313,2768230,224,16,4,13,11,6,62,10,26,4,NA,0,2,111,62,3445850,521354,5952499,2506649,131,NA,72,0,70,2,124,2,NA,32,0,5,NA,6,4,"Indiana Univ. Research & Technology Corp.(IURTC),IN",181000000000000,181000000000000,18105
2010,95082,Yes,432026862,263329888,29416896,3319583,2085390,242,11,1,13,10,4,53,11,22,5,NA,0,4,103,58,11382353,29911,14126964,2744611,154,NA,92,0,92,0,156,8,2,33,1,1,NA,4,1,"Indiana Univ. Research & Technology Corp.(IURTC),IN",181000000000000,181000000000000,18105
2011,95082,Yes,454075880,277411838,32563392,3781586,2989728,272,15,8,19,13,7,56,21,36,3,NA,2568728,2,125,67,5708786,37333,11125616,2848102,175,NA,98,0,96,2,186,18,3,NA,NA,7,NA,7,3,"Indiana Univ. Research & Technology Corp.(IURTC),IN",181000000000000,181000000000000,18105
2012,95082,Yes,453713330,270446152,34418012,2559115,1328870,310,16,6,7,18,13,45,10,26,12,NA,0,3,100,68,3318657,534363,7102376,3783719,202,NA,141,0,140,1,241,12,2,NA,NA,10,NA,13,2,"Indiana Univ. Research & Technology Corp.(IURTC),IN",181000000000000,181000000000000,18105
2017,95082,yes,474424331,287442517,40644455,5242121,3089957,266,20,2,18,34,10,89,29,49,13,NA,1250880,2,98,51,4652730,185789,6697520,793910,164,NA,74,1,70,3,201,57,4,NA,NA,9,NA,10,2,"Indiana Univ. Research & Technology Corp.(IURTC),IN",181000000000000,181000000000000,18105
2013,95082,Yes,439369122,247684479,34486292,3831441,2463639,256,15,8,8,11,16,57,11,26,9,NA,197121,1,70,58,2428617,73761,5940530,3314792,238,NA,159,0,157,2,262,17,4,NA,NA,14,NA,16,8,"Indiana Univ. Research & Technology Corp.(IURTC),IN",181000000000000,181000000000000,18105
2014,95082,yes,422264681,231324905,37106977,4377252,2860586,265,18,9,7,19,10,79,8,26,10,NA,0,1,83,56,1714362,26993,5485654,3771292,224,NA,79,0,76,3,184,32,5,NA,NA,9,NA,10,9,"Indiana Univ. Research & Technology Corp.(IURTC),IN",181000000000000,181000000000000,18105
2015,95082,yes,510635411,228370052,38747723,4209369,2728880,214,12,2,9,11,5,38,8,20,5,NA,0,2,88,60,4058709,17686,6847143,2788434,203,NA,73,0,72,1,192,40,7,NA,NA,5,NA,5,2,"Indiana Univ. Research & Technology Corp.(IURTC),IN",181000000000000,181000000000000,18105
2016,95084,no,375270801,171586566,23526337,1174552,360295,361,5,0,9,69,6,50,67,72,12,NA,0,1,129,119,47000,0,3583192,3536192,144,NA,60,0,53,7,102,15,2,29,0,5,NA,6,0,"Iowa State Univ.,IA",192000000000000,192000000000000,19169
2017,95084,no,377110683,181050281,18158005,1300684,635646,377,7,0,18,57,10,60,55,62,23,NA,0,1,183,160,69254,0,4018133,3948879,130,NA,71,1,67,3,117,27,5,39,0,9,NA,10,0,"Iowa State Univ.,IA",192000000000000,192000000000000,19169
2006,95084,No,248458000,131013000,10845000,1232167,702565,690,6,1,4,133,3,31,129,135,5,NA,0,1,281,251,385300,1134087,7214457,6829157,120,NA,33,0,26,7,82,19,31,21,3,1,NA,3,1,"Iowa State Univ.,IA",192000000000000,192000000000000,19169
2007,95084,No,242412000,122366000,11338000,1423527,365215,582,6,1,6,105,2,42,103,109,4,NA,0,2,259,229,663244,20232,17659203,16995959,114,4,45,2,39,4,84,26,23,21,2,2,NA,2,1,"Iowa State Univ.,IA",192000000000000,192000000000000,19169
2008,95084,No,251674000,130077000,13373000,1204187,835001,512,7,2,14,41,2,66,44,51,6,NA,0,1,227,205,422170,21694,8580317,8158147,87,11,76,0,37,39,90,27,11,34,1,2,NA,2,1,"Iowa State Univ.,IA",192000000000000,192000000000000,19169
2009,95084,No,253323000,125495000,15805000,912038,508284,426,7,2,5,76,1,35,73,80,2,NA,0,1,245,232,151807,35307,8832802,8680995,95,NA,32,0,23,9,63,24,14,33,2,1,NA,1,1,"Iowa State Univ.,IA",192000000000000,192000000000000,19169
2010,95084,No,280956000,140297000,15686000,916844,432580,448,6,0,9,74,0,54,73,79,4,45,0,1,240,227,1228376,19475,9402563,8174187,111,NA,60,1,44,15,70,29,15,33,1,0,NA,0,0,"Iowa State Univ.,IA",192000000000000,192000000000000,19169
2011,95084,No,300393610,149304645,20863640,929388,533678,348,3,0,8,36,2,29,41,44,2,37,0,1,178,172,98508,35100,11307534,11209026,106,NA,42,1,39,2,89,25,4,34,1,2,NA,2,0,"Iowa State Univ.,IA",192000000000000,192000000000000,19169
2012,95084,No,294848215,151126392,17241098,792578,235751,316,3,0,9,40,0,44,37,40,9,154,0,1,164,147,117860,52655,9902357,9784497,102,NA,33,0,27,6,85,16,10,31,3,0,NA,0,0,"Iowa State Univ.,IA",192000000000000,192000000000000,19169
2013,95084,No,300829796,154900333,17883552,902035,479397,371,12,0,16,61,2,51,65,77,2,35,0,1,151,137,97530,34834,9108374,9010844,98,NA,25,0,19,6,59,24,2,25,8,1,NA,2,0,"Iowa State Univ.,IA",192000000000000,192000000000000,19169
2014,95084,no,355087455,157106735,21555811,953168,506651,278,2,0,15,41,3,26,42,44,15,35,0,1,159,142,121242,45594,4812786,4691544,113,NA,37,1,28,8,67,33,11,20,8,3,0,3,0,"Iowa State Univ.,IA",192000000000000,192000000000000,19169
