year,stco_code,frominstate_edu_baplus,frominstate_total,fromdiffstate_edu_baplus,fromdiffstate_total,fromabroad_edu_baplus,fromabroad_total,movein_edu_baplus,movein_total,pct_newcomer,newcomer_pct_edu_baplus
2011,48051,91,440,0,107,0,17,0,124,0.0105379451007054,0
2011,48053,374,1359,70,385,0,52,70,437,0.0147331512760864,0.160183066361556
2011,48055,174,1864,65,238,34,42,99,280,0.0119909211596934,0.353571428571429
2011,48057,76,551,2,118,92,121,94,239,0.0172825222358811,0.393305439330544
2011,48059,176,643,0,57,0,29,0,86,0.0092512908777969,0
2011,48061,495,2672,697,2379,389,1813,1086,4192,0.0183812889703496,0.259064885496183
2011,48063,23,187,29,74,0,69,29,143,0.017426273458445,0.202797202797203
2011,48065,55,269,6,27,0,0,6,27,0.00633505396527452,0.222222222222222
2011,48067,73,474,80,343,5,72,85,415,0.0197233971769403,0.204819277108434
2011,48069,25,142,31,64,0,8,31,72,0.0153028692879915,0.430555555555556
2011,48071,111,897,38,277,4,7,42,284,0.0133433565119338,0.147887323943662
2011,48073,190,1514,60,238,0,55,60,293,0.00899849513221338,0.204778156996587
2011,48075,26,306,11,118,0,1,11,119,0.0266457680250784,0.092436974789916
2011,48077,74,214,20,68,0,9,20,77,0.0100798533839508,0.25974025974026
2011,48079,9,88,0,29,0,24,0,53,0.0275324675324675,0
2011,48081,0,163,3,24,0,0,3,24,0.00999583506872137,0.125
2011,48083,32,165,14,75,0,6,14,81,0.0132223310479922,0.172839506172839
2011,48085,10153,22883,5896,12414,2517,3974,8413,16388,0.0334737947248339,0.513363436660971
2011,48087,0,24,0,49,2,2,2,51,0.0261270491803279,0.0392156862745098
2011,48089,90,565,38,97,0,0,38,97,0.00689459094463004,0.391752577319588
2011,48091,1438,5118,519,1410,47,504,566,1914,0.0261157881810367,0.295715778474399
2011,48093,104,283,44,63,9,31,53,94,0.0099703012303776,0.563829787234043
2011,48095,18,242,0,180,60,185,60,365,0.111723293541475,0.164383561643836
2011,48097,258,1088,112,512,10,56,122,568,0.0227728329724962,0.214788732394366
2011,48099,341,2525,307,2060,162,1226,469,3286,0.0742129274131623,0.142726719415703
2011,48101,12,21,0,9,0,0,0,9,0.00744416873449132,0
2011,48103,10,90,0,36,0,0,0,36,0.0137142857142857,0
2011,48105,0,196,0,8,0,11,0,19,0.00780608052588332,0
2011,48107,14,203,4,43,0,19,4,62,0.0158933606767496,0.0645161290322581
2011,48109,0,2,0,13,0,6,0,19,0.0112028301886792,0
2011,48111,50,250,0,123,6,130,6,253,0.0651390319258496,0.0237154150197628
2011,48113,13911,42375,11649,24343,4940,11207,16589,35550,0.0242948181305633,0.466638537271449
2011,48115,111,975,0,80,0,5,0,85,0.00944339517831352,0
2011,48117,19,254,18,102,0,17,18,119,0.0106937455068296,0.151260504201681
2011,48119,10,227,0,8,0,0,0,8,0.00229885057471264,0
2011,48121,8659,22922,5010,11001,1098,2012,6108,13013,0.0323640451450202,0.469376777069085
2011,48123,171,941,28,154,5,13,33,167,0.0118188251946214,0.197604790419162
2011,48125,7,233,0,58,0,20,0,78,0.0448018380241241,0
2011,48127,33,233,1,21,0,0,1,21,0.00351053159478435,0.0476190476190476
2011,48129,39,180,0,13,0,0,0,13,0.00538525269262635,0
2011,48131,0,475,0,25,0,18,0,43,0.00569234842467567,0
2011,48133,29,481,23,221,10,24,33,245,0.0196897854215221,0.13469387755102
2011,48135,432,2839,94,1298,18,445,112,1743,0.0216169959444879,0.0642570281124498
2011,48137,19,58,21,34,0,0,21,34,0.0240622788393489,0.617647058823529
2011,48139,841,4037,349,1289,14,226,363,1515,0.0166412196970529,0.23960396039604
2011,48141,1008,3651,2959,10914,1758,6239,4717,17153,0.0371787257838679,0.274995627587011
2011,48143,156,892,60,230,25,56,85,286,0.01316395102642,0.297202797202797
2011,48145,185,720,0,83,0,6,0,89,0.00746080979126498,0
2011,48147,329,1843,41,287,6,121,47,408,0.0174329174500085,0.115196078431373
2011,48149,55,458,66,155,12,95,78,250,0.0143389733295096,0.312
2011,48151,16,83,0,21,0,0,0,21,0.00750804433321416,0
2011,48153,31,91,0,20,0,0,0,20,0.00480538202787122,0
2011,48155,0,77,0,6,0,0,0,6,0.00645855758880517,0
2011,48157,6268,15843,2486,5258,1526,2904,4012,8162,0.0232002865215488,0.491546189659397
2011,48159,195,482,0,43,0,0,0,43,0.00612535612535612,0
2011,48161,176,1308,0,137,0,41,0,178,0.0130690161527166,0
2011,48163,216,932,0,20,0,216,0,236,0.0221243086153558,0
2011,48165,13,220,0,198,0,88,0,286,0.0301084324665754,0
2011,48167,2031,8306,1363,3820,340,612,1703,4432,0.0232729105841333,0.384250902527076
2011,48169,12,252,74,653,0,128,74,781,0.169377575363262,0.0947503201024328
2011,48171,190,687,18,221,0,34,18,255,0.0140604322893692,0.0705882352941176
2011,48173,0,25,0,0,0,0,0,0,0,NA
2011,48175,32,351,3,35,0,0,3,35,0.0067101226993865,0.0857142857142857
2011,48177,160,352,0,27,0,22,0,49,0.00389105058365759,0
2011,48179,82,961,32,237,0,1,32,238,0.0155190401669275,0.134453781512605
2011,48181,464,2536,260,976,15,44,275,1020,0.0127630821592132,0.269607843137255
2011,48183,604,3703,264,1396,121,397,385,1793,0.0232687915282392,0.214723926380368
2011,48185,174,1706,41,192,0,0,41,192,0.0105523495465787,0.213541666666667
2011,48187,1161,3976,421,1574,155,260,576,1834,0.0225135646068105,0.314067611777535
2011,48189,115,1932,61,550,8,28,69,578,0.0268126362666419,0.119377162629758
2011,48191,2,63,0,0,0,0,0,0,0,NA
2011,48193,29,309,2,74,0,0,2,74,0.0122801194822436,0.027027027027027
2011,48195,5,75,35,105,0,0,35,105,0.0313995215311005,0.333333333333333
2011,48197,2,187,0,6,0,0,0,6,0.00208695652173913,0
2011,48199,214,1529,57,462,0,40,57,502,0.0141655849652915,0.113545816733068
2011,48201,14734,46920,17280,45303,9765,22357,27045,67660,0.0271966981295135,0.399719184156074
2011,48203,336,1653,128,629,20,54,148,683,0.0162105712861652,0.216691068814056
2011,48205,7,477,31,173,0,27,31,200,0.0446229361892012,0.155
2011,48207,35,152,0,15,0,0,0,15,0.00354609929078014,0
2011,48209,2038,6294,745,1704,112,213,857,1917,0.0219386587319753,0.447052686489306
2011,48211,0,144,0,70,0,1,0,71,0.02824184566428,0
2011,48213,386,2559,90,637,14,135,104,772,0.0142590642950814,0.134715025906736
2011,48215,1002,6120,1079,5444,997,4702,2076,10146,0.0245689655172414,0.20461265523359
2011,48217,158,1091,68,291,0,57,68,348,0.0148192309330154,0.195402298850575
2011,48219,238,758,0,186,6,20,6,206,0.0148940785192683,0.029126213592233
2011,48221,331,1522,211,835,27,161,238,996,0.0274629828769956,0.238955823293173
2011,48223,179,1023,100,269,0,40,100,309,0.013354654680612,0.323624595469256
2011,48225,85,762,34,368,0,67,34,435,0.0258083654701869,0.0781609195402299
2011,48227,132,1760,111,781,8,126,119,907,0.0383282623394185,0.131201764057332
2011,48229,7,154,4,39,0,4,4,43,0.0213293650793651,0.0930232558139535
2011,48231,452,2770,188,644,113,329,301,973,0.0175305839324001,0.309352517985612
2011,48233,62,360,12,244,3,20,15,264,0.0181755593803787,0.0568181818181818
2011,48235,7,10,0,25,0,0,0,25,0.0220848056537102,0
2011,48237,50,771,0,157,0,0,0,157,0.025678770035983,0
2011,48239,25,241,0,71,0,3,0,74,0.00801994147610274,0
2011,48241,165,997,21,176,11,30,32,206,0.00858512190039592,0.155339805825243
2011,48243,51,159,0,15,0,0,0,15,0.00863060989643268,0
2011,48245,977,6860,803,2623,75,772,878,3395,0.0207275080590017,0.258615611192931
2011,48247,20,126,0,65,0,1,0,66,0.0215264187866928,0
2011,48249,119,994,0,250,0,42,0,292,0.0117316191241462,0
2011,48251,500,4611,227,990,28,440,255,1430,0.0149186775583445,0.178321678321678
2011,48253,92,2288,11,301,0,50,11,351,0.0239868789721862,0.0313390313390313
2011,48255,69,1029,0,98,0,98,0,196,0.0187005056769392,0
2011,48257,729,4194,118,886,98,259,216,1145,0.0178992949710016,0.188646288209607
2011,48259,496,1625,132,332,0,111,132,443,0.0196217389378571,0.297968397291196
2011,48261,0,0,0,0,0,0,0,0,0,NA
2011,48263,13,47,0,19,0,0,0,19,0.0304,0
2011,48265,489,1614,184,588,5,55,189,643,0.0183029233440551,0.29393468118196
2011,48267,68,339,0,11,0,0,0,11,0.00333333333333333,0
2011,48269,0,13,0,1,0,0,0,1,0.00480769230769231,0
2011,48271,50,228,82,92,0,32,82,124,0.0475642500958957,0.661290322580645
2011,48273,294,913,132,430,37,68,169,498,0.0276436303080766,0.339357429718876
2011,48275,6,123,0,18,0,0,0,18,0.00685192234488009,0
2011,48277,165,915,81,664,18,85,99,749,0.0227721869204342,0.132176234979973
2011,48279,35,410,32,97,0,60,32,157,0.0180542778288868,0.203821656050955
2011,48281,87,605,60,134,34,64,94,198,0.0150239016617346,0.474747474747475
2011,48283,26,462,0,27,0,66,0,93,0.0217188229799159,0
2011,48285,49,382,0,40,0,0,0,40,0.00294377391816309,0
2011,48287,68,578,24,223,0,0,24,223,0.0204025617566331,0.10762331838565
2011,48289,57,322,26,152,0,2,26,154,0.0130001688333615,0.168831168831169
2011,48291,397,4951,45,674,56,182,101,856,0.0175806120353255,0.117990654205607
2011,48293,46,1176,20,265,0,90,20,355,0.0222794025354588,0.0563380281690141
2011,48295,19,119,27,152,0,0,27,152,0.0730418068236425,0.177631578947368
2011,48297,51,671,0,148,0,15,0,163,0.0196220055374985,0
2011,48299,256,754,0,78,0,0,0,78,0.00521494952196296,0
2011,48301,0,3,0,0,0,0,0,0,0,NA
2011,48303,1461,6299,905,2760,272,486,1177,3246,0.0202930805971642,0.362600123228589
2011,48305,26,176,13,17,2,7,15,24,0.00627450980392157,0.625
2011,48307,108,296,0,24,0,0,0,24,0.00418921277709897,0
2011,48309,1139,3935,540,2252,149,523,689,2775,0.0199723625685538,0.248288288288288
2011,48311,1,33,0,12,0,0,0,12,0.0229445506692161,0
2011,48313,79,671,0,0,0,41,0,41,0.00473988439306358,0
2011,48315,14,381,2,56,0,0,2,56,0.00698689956331878,0.0357142857142857
2011,48317,59,179,18,35,0,24,18,59,0.0207090207090207,0.305084745762712
2011,48319,29,36,0,0,0,0,0,0,0,NA
2011,48321,49,741,40,257,0,128,40,385,0.0164081145584726,0.103896103896104
2011,48323,90,539,12,267,28,234,40,501,0.0167889816024932,0.0798403193612774
2011,48325,128,1403,13,154,10,10,23,164,0.00556498133695283,0.140243902439024
2011,48327,1,78,0,13,0,4,0,17,0.0107663077897403,0
2011,48329,631,3365,598,1154,71,231,669,1385,0.0164831895269265,0.483032490974729
2011,48331,97,618,0,62,0,62,0,124,0.00753204154771305,0
2011,48333,9,92,0,0,4,4,4,4,0.00115141047783535,1
2011,48335,168,1211,0,67,0,3,0,70,0.0107775211701309,0
2011,48337,112,571,0,68,9,23,9,91,0.00662010766768515,0.0989010989010989
2011,48339,4019,15260,3543,7793,1141,2451,4684,10244,0.0359665753809423,0.457243264349863
2011,48341,124,532,32,271,0,70,32,341,0.0280243261012492,0.093841642228739
2011,48343,64,556,34,100,3,16,37,116,0.012823347335839,0.318965517241379
2011,48345,0,19,0,6,0,0,0,6,0.00833333333333333,0
2011,48347,342,1316,136,615,0,46,136,661,0.0183943230833449,0.205748865355522
2011,48349,156,1269,76,287,19,71,95,358,0.0117933851627355,0.26536312849162
2011,48351,79,694,0,20,0,0,0,20,0.00201633229156165,0
2011,48353,48,276,2,88,0,16,2,104,0.0104923325262308,0.0192307692307692
2011,48355,1321,6883,1692,4269,313,983,2005,5252,0.0245334579002686,0.381759329779132
2011,48357,91,332,15,236,13,193,28,429,0.0711089010442566,0.0652680652680653
2011,48359,2,56,0,11,0,0,0,11,0.0083905415713196,0
2011,48361,254,1731,72,525,0,55,72,580,0.0106455224565461,0.124137931034483
2011,48363,189,792,21,87,0,3,21,90,0.00481592465753425,0.233333333333333
2011,48365,37,436,38,252,0,0,38,252,0.0160162704970128,0.150793650793651
2011,48367,438,4458,549,1496,30,171,579,1667,0.0220794701986755,0.347330533893221
2011,48369,73,208,5,96,9,45,14,141,0.0234608985024958,0.099290780141844
2011,48371,77,1002,2,64,0,41,2,105,0.0102309266296405,0.019047619047619
2011,48373,174,1718,0,275,11,64,11,339,0.010452317084451,0.0324483775811209
2011,48375,723,4785,266,1549,75,737,341,2286,0.0304885367903013,0.149168853893263
2011,48377,81,278,5,24,7,22,12,46,0.00923509335474804,0.260869565217391
2011,48379,19,505,0,38,0,0,0,38,0.00485312899106003,0
2011,48381,873,3926,212,751,0,118,212,869,0.0114613558427855,0.243958573072497
2011,48383,15,59,0,10,0,0,0,10,0.00504795557799091,0
2011,48385,9,133,0,32,0,0,0,32,0.0130772374335922,0
2011,48387,84,328,24,110,0,41,24,151,0.016382770966692,0.158940397350993
2011,48389,54,1186,0,73,0,30,0,103,0.0118951380066982,0
2011,48391,4,186,0,7,1,1,1,8,0.00161779575328615,0.125
2011,48393,23,23,7,37,0,0,7,37,0.0592,0.189189189189189
2011,48395,52,508,21,95,0,0,21,95,0.00865761414380753,0.221052631578947
2011,48397,933,3363,365,914,78,243,443,1157,0.023843379701185,0.382886776145203
2011,48399,9,154,0,8,5,21,5,29,0.00400995575221239,0.172413793103448
2011,48401,346,4211,93,470,16,69,109,539,0.0151213353906579,0.202226345083488
2011,48403,83,415,0,50,0,0,0,50,0.00634276290752252,0
2011,48405,14,186,0,117,0,0,0,117,0.0186157517899761,0
2011,48407,17,678,4,172,33,33,37,205,0.0115629759151672,0.180487804878049
2011,48409,302,2410,114,833,25,118,139,951,0.0231736439397631,0.146161934805468
2011,48411,29,115,0,18,0,0,0,18,0.00436999271667881,0
2011,48413,4,88,8,24,0,0,8,24,0.0117073170731707,0.333333333333333
2011,48415,62,539,48,180,0,10,48,190,0.0174375917767988,0.252631578947368
2011,48417,7,44,0,4,19,22,19,26,0.0122641509433962,0.730769230769231
2011,48419,68,534,4,159,0,26,4,185,0.0113046135044302,0.0216216216216216
2011,48421,14,99,11,37,6,22,17,59,0.0318402590393956,0.288135593220339
2011,48423,1550,5691,659,1876,123,374,782,2250,0.0171171650931554,0.347555555555556
2011,48425,43,299,0,86,0,43,0,129,0.0232600072124053,0
2011,48427,111,669,0,173,49,213,49,386,0.0116023926177523,0.126943005181347
2011,48429,74,558,6,58,19,45,25,103,0.015919629057187,0.242718446601942
2011,48431,0,35,0,40,0,0,0,40,0.050251256281407,0
2011,48433,13,32,0,0,0,0,0,0,0,NA
2011,48435,17,84,0,32,0,0,0,32,0.0113314447592068,0
2011,48437,16,529,0,23,0,29,0,52,0.010454362685967,0
2011,48439,9606,33274,8215,23800,2478,6336,10693,30136,0.0271173263482402,0.354824794265994
2011,48441,638,2813,527,1466,90,588,617,2054,0.0257077774162057,0.300389483933788
2011,48443,0,39,0,0,0,0,0,0,0,NA
2011,48445,38,677,32,136,28,33,60,169,0.0209313846916027,0.355029585798817
2011,48447,3,14,0,3,0,0,0,3,0.00229357798165138,0
2011,48449,162,805,13,440,2,63,15,503,0.0267197875166003,0.0298210735586481
2011,48451,681,2747,724,2225,54,439,778,2664,0.0391407834033675,0.292042042042042
2011,48453,10463,24423,11385,19561,2806,5961,14191,25522,0.0398629272589825,0.556030091685605
2011,48455,50,315,0,59,0,44,0,103,0.0100921026846953,0
2011,48457,150,786,52,338,0,0,52,338,0.022177022505085,0.153846153846154
2011,48459,198,1206,45,282,0,19,45,301,0.0114183832176321,0.149501661129568
2011,48461,33,146,0,19,0,0,0,19,0.0087881591119334,0
2011,48463,43,436,0,109,0,50,0,159,0.00989298158287705,0
2011,48465,118,768,274,689,15,154,289,843,0.0292150407208456,0.34282325029656
2011,48467,107,1445,17,161,5,12,22,173,0.00482445132323824,0.127167630057803
2011,48469,302,2208,114,569,38,95,152,664,0.0120018075011297,0.228915662650602
2011,48471,661,4986,105,408,13,13,118,421,0.00986803553430373,0.280285035629454
2011,48473,94,930,16,331,0,45,16,376,0.0154981245620543,0.0425531914893617
2011,48475,12,353,2,134,0,0,2,134,0.0199256505576208,0.0149253731343284
2011,48477,244,905,15,33,0,130,15,163,0.00731368062098981,0.0920245398773006
2011,48479,420,1759,369,1163,586,1696,955,2859,0.0216608959837562,0.334032878628891
2011,48481,122,666,0,107,6,78,6,185,0.00700121102028459,0.0324324324324324
2011,48483,2,225,8,68,0,0,8,68,0.0191711305328447,0.117647058823529
2011,48485,354,2862,538,2236,89,442,627,2678,0.032619552242442,0.234129947722181
2011,48487,45,424,0,55,7,7,7,62,0.00730184901660582,0.112903225806452
2011,48489,16,1072,33,87,0,30,33,117,0.00869759143621766,0.282051282051282
2011,48491,6751,17456,3751,8407,751,1767,4502,10174,0.0390002683328861,0.442500491448791
2011,48493,153,1202,98,369,0,20,98,389,0.0140008638065073,0.251928020565553
2011,48495,16,184,0,82,0,41,0,123,0.0286713286713287,0
2011,48497,357,2000,53,526,5,109,58,635,0.0165519758106558,0.0913385826771654
2011,48499,270,1912,53,283,0,13,53,296,0.00974934949441718,0.179054054054054
2011,48501,0,114,0,36,0,71,0,107,0.0228583635975219,0
2011,48503,101,689,40,184,0,33,40,217,0.0172181226692057,0.184331797235023
2011,48505,0,60,1,188,0,0,1,188,0.0244473342002601,0.00531914893617021
2011,48507,15,331,3,92,0,103,3,195,0.0292091072498502,0.0153846153846154
2011,49001,0,205,0,111,0,5,0,116,0.0303823991618649,0
2011,49003,227,691,102,451,34,83,136,534,0.0189080093477799,0.254681647940075
2011,49005,535,1406,847,1984,238,324,1085,2308,0.0417012972933907,0.470103986135182
2011,49007,11,343,41,263,0,7,41,270,0.0204514467504924,0.151851851851852
2011,49009,11,64,32,33,0,0,32,33,0.0492537313432836,0.96969696969697
2011,49011,2372,6565,1675,4341,199,651,1874,4992,0.0295580503055279,0.375400641025641
2011,49013,35,278,37,212,10,14,47,226,0.0219801595020424,0.207964601769911
2011,49015,36,135,88,273,0,0,88,273,0.0418134476948997,0.322344322344322
2011,49017,8,96,39,130,6,6,45,136,0.0396270396270396,0.330882352941176
2011,49019,1,46,61,187,0,1,61,188,0.0298270664762811,0.324468085106383
2011,49021,123,521,123,595,47,59,170,654,0.027700127064803,0.259938837920489
2011,49023,51,203,0,25,12,12,12,37,0.00658831908831909,0.324324324324324
2011,49025,2,148,63,200,0,0,63,200,0.0399440782903934,0.315
2011,49027,133,286,31,81,1,18,32,99,0.013469387755102,0.323232323232323
2011,49029,20,143,0,40,0,0,0,40,0.00755001887504719,0
2011,49031,0,8,7,12,0,0,7,12,0.0107719928186715,0.583333333333333
2011,49033,0,41,0,0,0,0,0,0,0,NA
2011,49035,3404,10492,6452,16331,1205,3584,7657,19915,0.0325358523364058,0.384484057243284
2011,49037,14,157,114,180,21,21,135,201,0.0248332097850259,0.671641791044776
2011,49039,99,961,46,481,0,30,46,511,0.0348116356700048,0.0900195694716243
2011,49041,29,481,26,128,0,4,26,132,0.0106460198403097,0.196969696969697
2011,49043,175,440,490,894,105,160,595,1054,0.0449562806568565,0.564516129032258
2011,49045,158,1423,312,759,41,83,353,842,0.0263685331329074,0.419239904988124
2011,49047,60,599,112,446,0,0,112,446,0.0243091513598954,0.251121076233184
2011,49049,1471,4913,2694,6505,957,1914,3651,8419,0.0346594979127728,0.433661955101556
2011,49051,84,363,94,345,0,5,94,350,0.026361376817052,0.268571428571429
2011,49053,586,2050,835,2766,139,293,974,3059,0.037260801247305,0.318404707420726
2011,49055,26,55,18,54,7,132,25,186,0.108518086347725,0.134408602150538
2011,49057,935,4228,743,2706,46,175,789,2881,0.0213135856538336,0.273863241929885
2011,50001,217,536,322,543,20,101,342,644,0.0262857142857143,0.531055900621118
2011,50003,23,135,316,835,0,0,316,835,0.0319250621296119,0.378443113772455
2011,50005,82,360,236,370,12,29,248,399,0.0186309301456855,0.621553884711779
2011,50007,657,1530,1520,2600,279,496,1799,3096,0.0309290709290709,0.581072351421189
2011,50009,7,76,47,151,8,8,55,159,0.0340325342465753,0.345911949685535
2011,50011,197,789,141,411,10,78,151,489,0.0151154523816884,0.30879345603272
2011,50013,31,159,44,153,0,10,44,163,0.031291994624688,0.269938650306748
2011,50015,45,302,355,610,59,71,414,681,0.0413152945458958,0.607929515418502
2011,50017,132,420,134,319,26,31,160,350,0.0170965220789371,0.457142857142857
2011,50019,39,475,78,238,10,22,88,260,0.0134770889487871,0.338461538461538
2011,50021,117,567,335,821,23,42,358,863,0.019786316947909,0.414831981460023
2011,50023,292,805,439,771,32,84,471,855,0.0206143311794773,0.550877192982456
2011,50025,53,268,627,1074,38,91,665,1165,0.0367218282111899,0.570815450643777
2011,50027,278,796,948,1781,49,108,997,1889,0.0452574330961451,0.52779248279513
2011,51001,97,222,117,401,0,0,117,401,0.0167586091608158,0.291770573566085
2011,51003,1541,2862,1900,2563,231,443,2131,3006,0.0467205470935654,0.708915502328676
